

########## payment_config  (sample; table has 148 rows) ##########
id,file_line_no,transaction_type_raw,transaction_type_norm,description_raw,description_norm,is_desc_wildcard,amount_field,record_ref_template,summary_pos,summary_neg,raw
101,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,111,payment_txn,"""1 July 2026 2:27:05 am GMT+9"",""12382593803"",""Order"",""250-8387857-6286262"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""CARLTON"",""VIC"",""3053"",""24.59"",""7.99"",""0"",""0"",""0"",""0"",""-3.52"",""-14.16"",""0"",""0"",""14.90"",""Released"",""9 July 2026 7:47:01 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""250-8387857-6286262"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:27:05 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""CARLTON"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3053"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""7.99"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 7:47:01 am GMT+9"", ""fulfilment by amazon fees"": ""-14.16""}",2026-09-12 20:34:41.52729+05:30
102,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,112,payment_txn,"""1 July 2026 2:27:14 am GMT+9"",""12382593803"",""Order"",""249-7398745-4407029"",""BIO-S000002947_AU"",""BIODANCE Hydro Cera-nol Real Deep Mask, Hydrating Overnight Hydrogel Mask, Moisturizing, Redness Reducing, Quick Soothing, Korean Skin Care | Big Smil"",""1"",""amazon.com.au"",""Amazon"",""DIAMOND CREEK"",""VIC"",""3089"",""26.99"",""0"",""0"",""0"",""0"",""0"",""-3.86"",""-5.79"",""0"",""0"",""17.34"",""Released"",""8 July 2026 2:03:10 pm GMT+9""","{""sku"": ""BIO-S000002947_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""17.34"", ""order ID"": ""249-7398745-4407029"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:27:14 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""DIAMOND CREEK"", ""description"": ""BIODANCE Hydro Cera-nol Real Deep Mask, Hydrating Overnight Hydrogel Mask, Moisturizing, Redness Reducing, Quick Soothing, Korean Skin Care | Big Smil"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3089"", ""selling fees"": ""-3.86"", ""product sales"": ""26.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 2:03:10 pm GMT+9"", ""fulfilment by amazon fees"": ""-5.79""}",2026-09-12 20:34:41.52729+05:30
103,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,113,payment_txn,"""1 July 2026 2:27:24 am GMT+9"",""12382593803"",""Order"",""249-1875242-7415036"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""BELL PARK"",""VIC"",""3215"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 12:13:22 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""249-1875242-7415036"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:27:24 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BELL PARK"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3215"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 12:13:22 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
104,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,114,payment_txn,"""1 July 2026 2:27:39 am GMT+9"",""12382593803"",""Order"",""249-2468451-4307812"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""MOUNT DUNEED"",""VIC"",""3217"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 5:34:09 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""249-2468451-4307812"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:27:39 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""MOUNT DUNEED"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3217"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 5:34:09 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
105,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,115,payment_txn,"""1 July 2026 2:28:17 am GMT+9"",""12382593803"",""Order"",""503-9087760-9744652"",""BDPRM004QAFE1A"",""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."",""1"",""amazon.com.au"",""Amazon"",""DARLINGHURST"",""NSW"",""2010"",""27.03"",""0"",""0"",""0"",""0"",""0"",""-3.86"",""-6.17"",""0"",""0"",""17.00"",""Released"",""9 July 2026 5:55:14 am GMT+9""","{""sku"": ""BDPRM004QAFE1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""17.00"", ""order ID"": ""503-9087760-9744652"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:28:17 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""DARLINGHURST"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2010"", ""selling fees"": ""-3.86"", ""product sales"": ""27.03"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 5:55:14 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
106,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,116,payment_txn,"""1 July 2026 2:28:17 am GMT+9"",""12382593803"",""Order"",""503-9087760-9744652"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""DARLINGHURST"",""NSW"",""2010"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""9 July 2026 5:55:14 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""503-9087760-9744652"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:28:17 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""DARLINGHURST"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2010"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 5:55:14 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
107,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,117,payment_txn,"""1 July 2026 2:28:49 am GMT+9"",""12382593803"",""Order"",""249-7146758-5179045"",""BDPRM004QAFE1A"",""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."",""1"",""amazon.com.au"",""Amazon"",""Donnybrook"",""Vic"",""3064"",""27.03"",""0"",""0"",""0"",""0"",""0"",""-3.86"",""-6.17"",""0"",""0"",""17.00"",""Released"",""9 July 2026 4:33:55 am GMT+9""","{""sku"": ""BDPRM004QAFE1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""17.00"", ""order ID"": ""249-7146758-5179045"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:28:49 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Donnybrook"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."", ""marketplace"": ""amazon.com.au"", ""order state"": ""Vic"", ""order postal"": ""3064"", ""selling fees"": ""-3.86"", ""product sales"": ""27.03"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 4:33:55 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
108,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,118,payment_txn,"""1 July 2026 2:29:15 am GMT+9"",""12382593803"",""Order"",""249-0318235-0103816"",""BIO-S346465070_AU"",""BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin"",""1"",""amazon.com.au"",""Amazon"",""SOUTHPORT"",""QLD"",""4215"",""35.99"",""0"",""0"",""0"",""0"",""0"",""-5.15"",""-7.46"",""0"",""0"",""23.38"",""Released"",""8 July 2026 3:32:07 pm GMT+9""","{""sku"": ""BIO-S346465070_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""23.38"", ""order ID"": ""249-0318235-0103816"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:29:15 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""SOUTHPORT"", ""description"": ""BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4215"", ""selling fees"": ""-5.15"", ""product sales"": ""35.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 3:32:07 pm GMT+9"", ""fulfilment by amazon fees"": ""-7.46""}",2026-09-12 20:34:41.52729+05:30
109,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,119,payment_txn,"""1 July 2026 2:30:16 am GMT+9"",""12382593803"",""Order"",""250-7565805-0412641"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""BRISBANE CITY"",""QLD"",""4000"",""24.59"",""3.99"",""0"",""-3.99"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""9 July 2026 7:10:36 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""250-7565805-0412641"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:30:16 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BRISBANE CITY"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4000"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""3.99"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""-3.99"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 7:10:36 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
110,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,120,payment_txn,"""1 July 2026 2:30:42 am GMT+9"",""12382593803"",""Order"",""250-8025981-1926220"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""MOLENDINAR"",""QLD"",""4214"",""24.59"",""0"",""0"",""-2.46"",""0"",""0"",""-3.17"",""-6.17"",""0"",""0"",""12.79"",""Released"",""8 July 2026 5:14:27 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""12.79"", ""order ID"": ""250-8025981-1926220"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:30:42 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""MOLENDINAR"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""QLD"", ""order postal"": ""4214"", ""selling fees"": ""-3.17"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""-2.46"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 5:14:27 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
111,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,121,payment_txn,"""1 July 2026 2:32:01 am GMT+9"",""12382593803"",""Order"",""250-7791645-1328645"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""GUILDFORD"",""NSW"",""2161"",""24.59"",""2.66"",""0"",""0"",""0"",""0"",""-3.52"",""-8.83"",""0"",""0"",""14.90"",""Released"",""8 July 2026 11:01:37 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""250-7791645-1328645"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:32:01 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""GUILDFORD"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2161"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""2.66"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 11:01:37 pm GMT+9"", ""fulfilment by amazon fees"": ""-8.83""}",2026-09-12 20:34:41.52729+05:30
112,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,122,payment_txn,"""1 July 2026 2:32:08 am GMT+9"",""12382593803"",""Order"",""503-9584416-6301406"",""BIO-S000004221_AU"",""BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi"",""1"",""amazon.com.au"",""Amazon"",""WEST PENNANT HILLS"",""NSW"",""2125"",""29.99"",""0"",""0"",""0"",""0"",""0"",""-4.29"",""-5.79"",""0"",""0"",""19.91"",""Released"",""8 July 2026 8:39:45 am GMT+9""","{""sku"": ""BIO-S000004221_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""19.91"", ""order ID"": ""503-9584416-6301406"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:32:08 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""WEST PENNANT HILLS"", ""description"": ""BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2125"", ""selling fees"": ""-4.29"", ""product sales"": ""29.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 8:39:45 am GMT+9"", ""fulfilment by amazon fees"": ""-5.79""}",2026-09-12 20:34:41.52729+05:30
113,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,123,payment_txn,"""1 July 2026 2:32:17 am GMT+9"",""12382593803"",""Order"",""250-6564657-9862249"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""SURREY DOWNS"",""SA"",""5126"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""9 July 2026 6:44:03 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""250-6564657-9862249"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:32:17 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""SURREY DOWNS"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""SA"", ""order postal"": ""5126"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 6:44:03 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
114,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,124,payment_txn,"""1 July 2026 2:32:58 am GMT+9"",""12382593803"",""Order"",""503-3221167-5832633"",""BDPRM004QAFE1A"",""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."",""1"",""amazon.com.au"",""Amazon"",""SOUTH GRANVILLE"",""NSW"",""2142"",""27.03"",""0"",""0"",""0"",""0"",""0"",""-3.86"",""-6.17"",""0"",""0"",""17.00"",""Released"",""8 July 2026 8:32:06 am GMT+9""","{""sku"": ""BDPRM004QAFE1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""17.00"", ""order ID"": ""503-3221167-5832633"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:32:58 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""SOUTH GRANVILLE"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2142"", ""selling fees"": ""-3.86"", ""product sales"": ""27.03"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 8:32:06 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
115,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,125,payment_txn,"""1 July 2026 2:33:14 am GMT+9"",""12382593803"",""Order"",""250-3189244-4365424"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""THE PONDS"",""NSW"",""2769"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""9 July 2026 3:44:06 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""250-3189244-4365424"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:33:14 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""THE PONDS"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2769"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 3:44:06 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
116,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,126,payment_txn,"""1 July 2026 2:33:20 am GMT+9"",""12382593803"",""Order"",""503-5964674-9971816"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""TURRAMURRA"",""NSW"",""2074"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 1:23:20 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""503-5964674-9971816"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:33:20 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""TURRAMURRA"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2074"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 1:23:20 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
