

########## payment_config  (sample; table has 148 rows) ##########
id,file_line_no,transaction_type_raw,transaction_type_norm,description_raw,description_norm,is_desc_wildcard,amount_field,record_ref_template,summary_pos,summary_neg,raw
49,50,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FBA_LONG-TERM_STORAGE_FEE,FBA_LONG_TERM_STORAGE_FEE,f,other,FBA_INVENTORY_FEE_FBA_LONG-TERM_STORAGE_FEE+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""FBA_INVENTORY_FEE_FBA_LONG-TERM_STORAGE_FEE+settlement_id+date"", ""description"": ""FBA_LONG-TERM_STORAGE_FEE"", ""amount_field"": ""other"", ""transaction_type"": ""FULFILMENT_BY_AMAZON_INVENTORY_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
50,51,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FBA_LONG-TERM_STORAGE_FEE,FBA_LONG_TERM_STORAGE_FEE,f,total,FBA_INVENTORY_FEE_FBA_LONG-TERM_STORAGE_FEE+settlement_id+date,"","","{""record_ref"": ""FBA_INVENTORY_FEE_FBA_LONG-TERM_STORAGE_FEE+settlement_id+date"", ""description"": ""FBA_LONG-TERM_STORAGE_FEE"", ""amount_field"": ""total"", ""transaction_type"": ""FULFILMENT_BY_AMAZON_INVENTORY_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
51,52,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FBA_STORAGE_FEE,FBA_STORAGE_FEE,f,other,FBA_INVENTORY_FEE_FBA_STORAGE_FEE+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""FBA_INVENTORY_FEE_FBA_STORAGE_FEE+settlement_id+date"", ""description"": ""FBA_STORAGE_FEE"", ""amount_field"": ""other"", ""transaction_type"": ""FULFILMENT_BY_AMAZON_INVENTORY_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
52,53,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FBA_STORAGE_FEE,FBA_STORAGE_FEE,f,total,FBA_INVENTORY_FEE_FBA_STORAGE_FEE+settlement_id+date,"","","{""record_ref"": ""FBA_INVENTORY_FEE_FBA_STORAGE_FEE+settlement_id+date"", ""description"": ""FBA_STORAGE_FEE"", ""amount_field"": ""total"", ""transaction_type"": ""FULFILMENT_BY_AMAZON_INVENTORY_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
53,54,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FBA_REMOVAL_ORDER:_DISPOSAL_FEE,FBA_REMOVAL_ORDER_DISPOSAL_FEE,f,other,txn_ref+FBA_DISPOSAL_FEE+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""txn_ref+FBA_DISPOSAL_FEE+settlement_id+date"", ""description"": ""FBA_REMOVAL_ORDER:_DISPOSAL_FEE"", ""amount_field"": ""other"", ""transaction_type"": ""FULFILMENT_BY_AMAZON_INVENTORY_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
54,55,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FBA_REMOVAL_ORDER:_DISPOSAL_FEE,FBA_REMOVAL_ORDER_DISPOSAL_FEE,f,total,txn_ref+FBA_DISPOSAL_FEE+settlement_id+date,"","","{""record_ref"": ""txn_ref+FBA_DISPOSAL_FEE+settlement_id+date"", ""description"": ""FBA_REMOVAL_ORDER:_DISPOSAL_FEE"", ""amount_field"": ""total"", ""transaction_type"": ""FULFILMENT_BY_AMAZON_INVENTORY_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
55,56,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FBA_DISPOSAL_FEE,FBA_DISPOSAL_FEE,f,other,txn_ref+FBA_DISPOSAL_FEE+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""txn_ref+FBA_DISPOSAL_FEE+settlement_id+date"", ""description"": ""FBA_DISPOSAL_FEE"", ""amount_field"": ""other"", ""transaction_type"": ""FULFILMENT_BY_AMAZON_INVENTORY_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
56,57,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FULFILMENT_BY_AMAZON_INVENTORY_FEE,FBA_DISPOSAL_FEE,FBA_DISPOSAL_FEE,f,total,txn_ref+FBA_DISPOSAL_FEE+settlement_id+date,"","","{""record_ref"": ""txn_ref+FBA_DISPOSAL_FEE+settlement_id+date"", ""description"": ""FBA_DISPOSAL_FEE"", ""amount_field"": ""total"", ""transaction_type"": ""FULFILMENT_BY_AMAZON_INVENTORY_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
57,58,SAFE-T_REIMBURSEMENT,SAFE_T_REIMBURSEMENT,SAFE-T_CLAIM_ID,SAFE_T_CLAIM_ID,f,total,txn_ref+sku+settlement_id+date,"","","{""record_ref"": ""txn_ref+sku+settlement_id+date"", ""description"": ""SAFE-T_CLAIM_ID"", ""amount_field"": ""total"", ""transaction_type"": ""SAFE-T_REIMBURSEMENT"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
58,59,SAFE-T_REIMBURSEMENT,SAFE_T_REIMBURSEMENT,SAFE-T_CLAIM_ID,SAFE_T_CLAIM_ID,f,other,txn_ref+sku+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""txn_ref+sku+settlement_id+date"", ""description"": ""SAFE-T_CLAIM_ID"", ""amount_field"": ""other"", ""transaction_type"": ""SAFE-T_REIMBURSEMENT"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
59,60,TRANSFER,TRANSFER,MICRO_DEPOSIT,MICRO_DEPOSIT,f,total,MICRO_DEPOSIT+settlement_id+date,"","","{""record_ref"": ""MICRO_DEPOSIT+settlement_id+date"", ""description"": ""MICRO_DEPOSIT"", ""amount_field"": ""total"", ""transaction_type"": ""TRANSFER"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
60,61,TRANSFER,TRANSFER,MICRO_DEPOSIT,MICRO_DEPOSIT,f,other,MICRO_DEPOSIT+settlement_id+date,bank_account_transfer_round_off,bank_account_transfer_round_off,"{""record_ref"": ""MICRO_DEPOSIT+settlement_id+date"", ""description"": ""MICRO_DEPOSIT"", ""amount_field"": ""other"", ""transaction_type"": ""TRANSFER"", ""to_summary_field_when_negative_amount"": ""bank_account_transfer_round_off"", ""to_summary_field_when_positive_amount"": ""bank_account_transfer_round_off""}"
61,62,TRANSFER,TRANSFER,TO_YOUR_ACCOUNT_ENDING,TO_YOUR_ACCOUNT_ENDING,f,total,TRANSFER+description+settlement_id+date,"","","{""record_ref"": ""TRANSFER+description+settlement_id+date"", ""description"": ""TO_YOUR_ACCOUNT_ENDING"", ""amount_field"": ""total"", ""transaction_type"": ""TRANSFER"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
62,63,TRANSFER,TRANSFER,any,ANY,t,total,TRANSFER+description+settlement_id+date,"","","{""record_ref"": ""TRANSFER+description+settlement_id+date"", ""description"": ""TO_ACCOUNT_ENDING"", ""amount_field"": ""total"", ""transaction_type"": ""TRANSFER"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
63,64,ORDER,ORDER,any,ANY,t,selling_fees,txn_ref+sku+date,expenses_amazon_fees,expenses_amazon_fees,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""selling_fees"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": ""expenses_amazon_fees"", ""to_summary_field_when_positive_amount"": ""expenses_amazon_fees""}"
64,65,ORDER,ORDER,any,ANY,t,promotional_rebates,txn_ref+sku+date,expenses_promotional_rebates,expenses_promotional_rebates,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""promotional_rebates"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": ""expenses_promotional_rebates"", ""to_summary_field_when_positive_amount"": ""expenses_promotional_rebates""}"
65,66,ORDER,ORDER,any,ANY,t,other_transaction_fees,txn_ref+sku+date,expenses_amazon_fees,expenses_amazon_fees,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""other_transaction_fees"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": ""expenses_amazon_fees"", ""to_summary_field_when_positive_amount"": ""expenses_amazon_fees""}"
66,67,ORDER,ORDER,any,ANY,t,product_sales,txn_ref+sku+date,sales_product_charges,sales_product_charges,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""product_sales"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": ""sales_product_charges"", ""to_summary_field_when_positive_amount"": ""sales_product_charges""}"
67,68,ORDER,ORDER,any,ANY,t,shipping_credits,txn_ref+sku+date,sales_shipping,sales_shipping,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""shipping_credits"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": ""sales_shipping"", ""to_summary_field_when_positive_amount"": ""sales_shipping""}"
68,69,ORDER,ORDER,any,ANY,t,total,txn_ref+sku+date,"","","{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""total"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
69,70,ORDER,ORDER,any,ANY,t,gift_wrap_credits,txn_ref+sku+date,sales_other,sales_other,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""gift_wrap_credits"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": ""sales_other"", ""to_summary_field_when_positive_amount"": ""sales_other""}"
70,71,ORDER,ORDER,any,ANY,t,sales_tax_collected,txn_ref+sku+date,sales_product_charges,sales_product_charges,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""sales_tax_collected"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": ""sales_product_charges"", ""to_summary_field_when_positive_amount"": ""sales_product_charges""}"
72,73,ORDER,ORDER,any,ANY,t,fba_fees,txn_ref+sku+date,expenses_amazon_fees,expenses_amazon_fees,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""fba_fees"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": ""expenses_amazon_fees"", ""to_summary_field_when_positive_amount"": ""expenses_amazon_fees""}"
73,74,ORDER,ORDER,any,ANY,t,marketplace_withheld_tax,txn_ref+sku+date,"","","{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""marketplace_withheld_tax"", ""transaction_type"": ""ORDER"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
74,75,A-TO-Z_GUARANTEE_CLAIM,A_TO_Z_GUARANTEE_CLAIM,any,ANY,t,product_sales,txn_ref+sku+date,expenses_other,expenses_other,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""product_sales"", ""transaction_type"": ""A-TO-Z_GUARANTEE_CLAIM"", ""to_summary_field_when_negative_amount"": ""expenses_other"", ""to_summary_field_when_positive_amount"": ""expenses_other""}"
75,76,A-TO-Z_GUARANTEE_CLAIM,A_TO_Z_GUARANTEE_CLAIM,any,ANY,t,selling_fees,txn_ref+sku+date,sales_amazon_fees,sales_amazon_fees,"{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""selling_fees"", ""transaction_type"": ""A-TO-Z_GUARANTEE_CLAIM"", ""to_summary_field_when_negative_amount"": ""sales_amazon_fees"", ""to_summary_field_when_positive_amount"": ""sales_amazon_fees""}"
76,77,A-TO-Z_GUARANTEE_CLAIM,A_TO_Z_GUARANTEE_CLAIM,any,ANY,t,marketplace_withheld_tax,txn_ref+sku+date,"","","{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""marketplace_withheld_tax"", ""transaction_type"": ""A-TO-Z_GUARANTEE_CLAIM"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
77,78,A-TO-Z_GUARANTEE_CLAIM,A_TO_Z_GUARANTEE_CLAIM,any,ANY,t,total,txn_ref+sku+date,"","","{""record_ref"": ""txn_ref+sku+date"", ""description"": ""any"", ""amount_field"": ""total"", ""transaction_type"": ""A-TO-Z_GUARANTEE_CLAIM"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
78,79,AMAZON_FEES,AMAZON_FEES,VINE_ENROLLMENT_FEE,VINE_ENROLLMENT_FEE,f,selling_fees,AMAZON_FEES_VINE_ENROLLMENT_FEE+settlement_id+date,expenses_amazon_fees,expenses_amazon_fees,"{""record_ref"": ""AMAZON_FEES_VINE_ENROLLMENT_FEE+settlement_id+date"", ""description"": ""VINE_ENROLLMENT_FEE"", ""amount_field"": ""selling_fees"", ""transaction_type"": ""AMAZON_FEES"", ""to_summary_field_when_negative_amount"": ""expenses_amazon_fees"", ""to_summary_field_when_positive_amount"": ""expenses_amazon_fees""}"
79,80,AMAZON_FEES,AMAZON_FEES,VINE_ENROLLMENT_FEE,VINE_ENROLLMENT_FEE,f,total,AMAZON_FEES_VINE_ENROLLMENT_FEE+settlement_id+date,"","","{""record_ref"": ""AMAZON_FEES_VINE_ENROLLMENT_FEE+settlement_id+date"", ""description"": ""VINE_ENROLLMENT_FEE"", ""amount_field"": ""total"", ""transaction_type"": ""AMAZON_FEES"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
80,81,AMAZON_FEES,AMAZON_FEES,VINE_ENROLMENT_FEE,VINE_ENROLMENT_FEE,f,selling_fees,AMAZON_FEES_VINE_ENROLLMENT_FEE+settlement_id+date,expenses_amazon_fees,expenses_amazon_fees,"{""record_ref"": ""AMAZON_FEES_VINE_ENROLLMENT_FEE+settlement_id+date"", ""description"": ""VINE_ENROLMENT_FEE"", ""amount_field"": ""selling_fees"", ""transaction_type"": ""AMAZON_FEES"", ""to_summary_field_when_negative_amount"": ""expenses_amazon_fees"", ""to_summary_field_when_positive_amount"": ""expenses_amazon_fees""}"
81,82,AMAZON_FEES,AMAZON_FEES,VINE_ENROLMENT_FEE,VINE_ENROLMENT_FEE,f,total,AMAZON_FEES_VINE_ENROLLMENT_FEE+settlement_id+date,"","","{""record_ref"": ""AMAZON_FEES_VINE_ENROLLMENT_FEE+settlement_id+date"", ""description"": ""VINE_ENROLMENT_FEE"", ""amount_field"": ""total"", ""transaction_type"": ""AMAZON_FEES"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
82,83,SERVICE_FEE,SERVICE_FEE,INBOUND_DEFECT_FEE,INBOUND_DEFECT_FEE,f,fba_fees,txn_ref+INBOUND_DEFECT_FEE+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""txn_ref+INBOUND_DEFECT_FEE+settlement_id+date"", ""description"": ""INBOUND_DEFECT_FEE"", ""amount_field"": ""fba_fees"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
83,84,SERVICE_FEE,SERVICE_FEE,INBOUND_DEFECT_FEE,INBOUND_DEFECT_FEE,f,total,txn_ref+INBOUND_DEFECT_FEE+settlement_id+date,"","","{""record_ref"": ""txn_ref+INBOUND_DEFECT_FEE+settlement_id+date"", ""description"": ""INBOUND_DEFECT_FEE"", ""amount_field"": ""total"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
84,85,SERVICE_FEE,SERVICE_FEE,COST_OF_ADVERTISING,COST_OF_ADVERTISING,f,other,SERVICE_FEE_COST_OF_ADVERTISING+settlement_id+date,"","","{""record_ref"": ""SERVICE_FEE_COST_OF_ADVERTISING+settlement_id+date"", ""description"": ""COST_OF_ADVERTISING"", ""amount_field"": ""other"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
85,86,SERVICE_FEE,SERVICE_FEE,COST_OF_ADVERTISING,COST_OF_ADVERTISING,f,other_transaction_fees,SERVICE_FEE_COST_OF_ADVERTISING+settlement_id+date,"","","{""record_ref"": ""SERVICE_FEE_COST_OF_ADVERTISING+settlement_id+date"", ""description"": ""COST_OF_ADVERTISING"", ""amount_field"": ""other_transaction_fees"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
86,87,SERVICE_FEE,SERVICE_FEE,COST_OF_ADVERTISING,COST_OF_ADVERTISING,f,total,SERVICE_FEE_COST_OF_ADVERTISING+settlement_id+date,expenses_cost_of_advertising,expenses_cost_of_advertising,"{""record_ref"": ""SERVICE_FEE_COST_OF_ADVERTISING+settlement_id+date"", ""description"": ""COST_OF_ADVERTISING"", ""amount_field"": ""total"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_cost_of_advertising"", ""to_summary_field_when_positive_amount"": ""expenses_cost_of_advertising""}"
87,88,SERVICE_FEE,SERVICE_FEE,AWD_PROCESSING_FEES,AWD_PROCESSING_FEES,f,total,txn_ref+SERVICE_FEE_AWD_PROCESSING_FEES+settlement_id+date,"","","{""record_ref"": ""txn_ref+SERVICE_FEE_AWD_PROCESSING_FEES+settlement_id+date"", ""description"": ""AWD_PROCESSING_FEES"", ""amount_field"": ""total"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
88,89,SERVICE_FEE,SERVICE_FEE,AWD_PROCESSING_FEES,AWD_PROCESSING_FEES,f,fba_fees,txn_ref+SERVICE_FEE_AWD_PROCESSING_FEES+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""txn_ref+SERVICE_FEE_AWD_PROCESSING_FEES+settlement_id+date"", ""description"": ""AWD_PROCESSING_FEES"", ""amount_field"": ""fba_fees"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
89,90,SERVICE_FEE,SERVICE_FEE,COUPON_REDEMPTION_FEE,COUPON_REDEMPTION_FEE,f,total,txn_ref+SERVICE_FEE_COUPON_REDEMPTION_FEE+settlement_id+date,expenses_other,expenses_other,"{""record_ref"": ""txn_ref+SERVICE_FEE_COUPON_REDEMPTION_FEE+settlement_id+date"", ""description"": ""COUPON_REDEMPTION_FEE"", ""amount_field"": ""total"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_other"", ""to_summary_field_when_positive_amount"": ""expenses_other""}"
90,91,SERVICE_FEE,SERVICE_FEE,COUPON_REDEMPTION_FEE,COUPON_REDEMPTION_FEE,f,other,txn_ref+SERVICE_FEE_COUPON_REDEMPTION_FEE+settlement_id+date,"","","{""record_ref"": ""txn_ref+SERVICE_FEE_COUPON_REDEMPTION_FEE+settlement_id+date"", ""description"": ""COUPON_REDEMPTION_FEE"", ""amount_field"": ""other"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
91,92,SERVICE_FEE,SERVICE_FEE,COUPON_REDEMPTION_FEE,COUPON_REDEMPTION_FEE,f,other_transaction_fees,txn_ref+SERVICE_FEE_COUPON_REDEMPTION_FEE+settlement_id+date,"","","{""record_ref"": ""txn_ref+SERVICE_FEE_COUPON_REDEMPTION_FEE+settlement_id+date"", ""description"": ""COUPON_REDEMPTION_FEE"", ""amount_field"": ""other_transaction_fees"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
92,93,SERVICE_FEE,SERVICE_FEE,AWD_STORAGE_FEES,AWD_STORAGE_FEES,f,fba_fees,txn_ref+AWD_STORAGE_FEES+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""txn_ref+AWD_STORAGE_FEES+settlement_id+date"", ""description"": ""AWD_STORAGE_FEES"", ""amount_field"": ""fba_fees"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
93,94,SERVICE_FEE,SERVICE_FEE,AWD_TRANSPORTATION_FEES,AWD_TRANSPORTATION_FEES,f,fba_fees,txn_ref+SERVICE_FEE_AWD_TRANSPORTATION_FEES+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""txn_ref+SERVICE_FEE_AWD_TRANSPORTATION_FEES+settlement_id+date"", ""description"": ""AWD_TRANSPORTATION_FEES"", ""amount_field"": ""fba_fees"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
94,95,SERVICE_FEE,SERVICE_FEE,AWD_TRANSPORTATION_FEES,AWD_TRANSPORTATION_FEES,f,total,txn_ref+SERVICE_FEE_AWD_TRANSPORTATION_FEES+settlement_id+date,"","","{""record_ref"": ""txn_ref+SERVICE_FEE_AWD_TRANSPORTATION_FEES+settlement_id+date"", ""description"": ""AWD_TRANSPORTATION_FEES"", ""amount_field"": ""total"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
95,96,SERVICE_FEE,SERVICE_FEE,FBA_INBOUND_PLACEMENT_SERVICE_FEE,FBA_INBOUND_PLACEMENT_SERVICE_FEE,f,other,txn_ref+SERVICE_FEE_FBA_INBOUND_PLACEMENT_SERVICE_FEE+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""txn_ref+SERVICE_FEE_FBA_INBOUND_PLACEMENT_SERVICE_FEE+settlement_id+date"", ""description"": ""FBA_INBOUND_PLACEMENT_SERVICE_FEE"", ""amount_field"": ""other"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
96,97,SERVICE_FEE,SERVICE_FEE,FBA_INBOUND_PLACEMENT_SERVICE_FEE,FBA_INBOUND_PLACEMENT_SERVICE_FEE,f,total,txn_ref+SERVICE_FEE_FBA_INBOUND_PLACEMENT_SERVICE_FEE+settlement_id+date,"","","{""record_ref"": ""txn_ref+SERVICE_FEE_FBA_INBOUND_PLACEMENT_SERVICE_FEE+settlement_id+date"", ""description"": ""FBA_INBOUND_PLACEMENT_SERVICE_FEE"", ""amount_field"": ""total"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
97,98,SERVICE_FEE,SERVICE_FEE,FBA_INTERNATIONAL_SHIPPING_CHARGE,FBA_INTERNATIONAL_SHIPPING_CHARGE,f,other,txn_ref+FBA_INTERNATIONAL_SHIPPING_CHARGE+settlement_id+date,expenses_fba_fees,expenses_fba_fees,"{""record_ref"": ""txn_ref+FBA_INTERNATIONAL_SHIPPING_CHARGE+settlement_id+date"", ""description"": ""FBA_INTERNATIONAL_SHIPPING_CHARGE"", ""amount_field"": ""other"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_fba_fees"", ""to_summary_field_when_positive_amount"": ""expenses_fba_fees""}"
98,99,SERVICE_FEE,SERVICE_FEE,FBA_INTERNATIONAL_SHIPPING_CHARGE,FBA_INTERNATIONAL_SHIPPING_CHARGE,f,total,txn_ref+FBA_INTERNATIONAL_SHIPPING_CHARGE+settlement_id+date,"","","{""record_ref"": ""txn_ref+FBA_INTERNATIONAL_SHIPPING_CHARGE+settlement_id+date"", ""description"": ""FBA_INTERNATIONAL_SHIPPING_CHARGE"", ""amount_field"": ""total"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
99,100,SERVICE_FEE,SERVICE_FEE,SUBSCRIPTION,SUBSCRIPTION,f,other,SERVICE_FEE_SUBSCRIPTION+settlement_id+date,expenses_amazon_fees,expenses_amazon_fees,"{""record_ref"": ""SERVICE_FEE_SUBSCRIPTION+settlement_id+date"", ""description"": ""SUBSCRIPTION"", ""amount_field"": ""other"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_amazon_fees"", ""to_summary_field_when_positive_amount"": ""expenses_amazon_fees""}"
100,101,SERVICE_FEE,SERVICE_FEE,SUBSCRIPTION,SUBSCRIPTION,f,total,SERVICE_FEE_SUBSCRIPTION+settlement_id+date,"","","{""record_ref"": ""SERVICE_FEE_SUBSCRIPTION+settlement_id+date"", ""description"": ""SUBSCRIPTION"", ""amount_field"": ""total"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": """", ""to_summary_field_when_positive_amount"": """"}"
101,102,SERVICE_FEE,SERVICE_FEE,VINE_ENROLLMENT_FEE,VINE_ENROLLMENT_FEE,f,other,txn_ref+VINE_ENROLLMENT_FEE+settlement_id+date,expenses_amazon_fees,expenses_amazon_fees,"{""record_ref"": ""txn_ref+VINE_ENROLLMENT_FEE+settlement_id+date"", ""description"": ""VINE_ENROLLMENT_FEE"", ""amount_field"": ""other"", ""transaction_type"": ""SERVICE_FEE"", ""to_summary_field_when_negative_amount"": ""expenses_amazon_fees"", ""to_summary_field_when_positive_amount"": ""expenses_amazon_fees""}"
